name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-10T18:00:00,17.8,17.8,9.0,56.34,0.0,0.0,,0.0,0.0,27.7,11.5,220.0,1005.6,26.3,,179.6,0.6,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-10T19:00:00,17.1,17.1,9.1,59.19,0.0,0.0,,0.0,0.0,24.5,11.2,200.0,1005.3,5.6,,110.9,0.4,1.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-10T20:00:00,15.0,15.0,9.4,69.17,0.0,0.0,,0.0,0.0,17.6,8.3,220.0,1005.5,0.0,,15.2,0.1,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-10T21:00:00,13.8,13.8,9.9,77.42,0.0,0.0,,0.0,0.0,19.1,6.5,200.0,1005.8,10.9,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-10T22:00:00,12.5,12.5,9.5,81.42,0.0,0.0,,0.0,0.0,20.5,2.5,210.0,1006.1,12.8,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-10T23:00:00,11.7,11.7,9.3,85.32,0.0,0.0,,0.0,0.0,21.2,6.1,190.0,1006.1,0.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T00:00:00,10.5,10.5,9.2,91.92,0.0,0.0,,0.0,0.0,22.3,2.9,210.0,1005.8,48.7,39.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T01:00:00,10.4,10.4,9.2,92.52,0.0,0.0,,0.0,0.0,24.1,2.9,220.0,1005.4,81.0,45.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T02:00:00,10.2,10.2,9.0,92.0,0.0,0.0,,0.0,0.0,25.2,5.8,180.0,1004.9,87.9,42.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T03:00:00,10.0,10.0,9.1,93.87,0.0,0.0,,0.0,0.0,25.9,4.3,200.0,1004.3,56.3,37.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T04:00:00,9.6,9.6,8.9,95.71,0.0,0.0,,0.0,0.0,27.4,2.5,280.0,1003.9,33.5,23.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T05:00:00,9.8,9.8,9.0,94.59,0.0,0.0,,0.0,0.0,28.4,3.2,190.0,1003.7,24.8,27.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T06:00:00,10.0,8.6,8.7,91.83,0.0,0.0,,0.0,0.0,28.8,10.1,170.0,1002.9,42.0,33.0,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T07:00:00,10.2,10.2,8.4,88.32,0.0,0.0,,0.0,0.0,29.5,6.8,170.0,1002.2,70.4,46.0,0.2,0.0,0.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T08:00:00,10.7,10.7,8.6,87.2,0.0,0.0,,0.0,0.0,31.0,5.0,180.0,1001.9,92.1,42.0,48.3,0.2,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T09:00:00,11.2,11.2,8.8,85.08,0.0,0.0,,0.0,0.0,34.6,1.4,40.0,1001.8,100.0,42.0,54.4,0.2,1.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T10:00:00,12.5,12.5,8.8,78.24,0.0,0.0,,0.0,0.0,36.4,16.6,190.0,1001.5,100.0,,56.7,0.2,1.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T11:00:00,13.2,13.2,8.9,75.15,0.0,0.0,,0.0,0.0,37.1,18.7,210.0,1001.3,100.0,,99.1,0.4,1.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T12:00:00,13.9,13.9,9.3,73.91,0.0,0.0,,0.0,0.0,37.4,15.8,200.0,1001.0,100.0,,42.1,0.2,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T13:00:00,13.5,13.5,10.7,83.63,0.02,100.0,rain,0.0,0.0,38.2,20.5,190.0,1001.5,100.0,11.0,55.1,0.2,1.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T14:00:00,14.6,14.6,11.6,81.96,0.021,100.0,rain,0.0,0.0,38.2,20.2,200.0,1001.5,61.2,29.0,113.2,0.4,1.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T15:00:00,16.4,16.4,11.0,70.02,0.0,0.0,,0.0,0.0,45.0,24.8,200.0,1001.2,59.7,,393.8,1.4,4.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T16:00:00,17.4,17.4,8.5,55.55,0.0,0.0,,0.0,0.0,50.0,24.8,210.0,1000.6,50.5,,466.4,1.7,5.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T17:00:00,17.5,17.5,8.2,54.62,0.0,0.0,,0.0,0.0,52.6,25.6,230.0,1000.7,40.7,28.0,341.0,1.2,3.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T18:00:00,16.2,16.2,7.8,57.61,0.0,0.0,,0.0,0.0,53.3,28.1,240.0,1001.6,45.9,,183.3,0.7,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T19:00:00,15.0,15.0,7.6,61.18,0.0,0.0,,0.0,0.0,40.3,24.5,230.0,1002.2,0.0,,92.8,0.3,1.0,,Clear,clear-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T20:00:00,13.7,13.7,8.5,70.83,0.0,0.0,,0.0,0.0,37.1,18.0,200.0,1003.0,20.1,,13.9,0.1,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T21:00:00,12.7,12.7,8.8,77.21,0.005,100.0,rain,0.0,0.0,37.1,13.7,210.0,1004.0,16.5,,0.0,0.0,0.0,,Rain,rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T22:00:00,12.2,12.2,8.3,77.11,0.0,0.0,,0.0,0.0,35.3,13.3,190.0,1004.2,17.7,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-11T23:00:00,11.8,11.8,8.0,77.78,0.0,0.0,,0.0,0.0,34.2,19.8,210.0,1004.5,0.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T00:00:00,11.3,11.3,7.8,78.6,0.0,0.0,,0.0,0.0,34.9,13.0,210.0,1004.9,0.0,,0.0,0.0,0.0,,Clear,clear-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T01:00:00,10.7,10.7,7.8,81.87,0.0,0.0,,0.0,0.0,33.8,6.5,220.0,1005.3,35.1,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T02:00:00,10.7,10.7,7.7,81.44,0.0,0.0,,0.0,0.0,32.8,8.3,200.0,1005.4,80.4,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T03:00:00,10.7,10.7,7.4,80.48,0.0,0.0,,0.0,0.0,32.8,13.7,200.0,1005.1,46.1,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T04:00:00,10.1,10.1,7.2,82.6,0.0,0.0,,0.0,0.0,31.7,9.4,210.0,1005.3,23.2,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T05:00:00,9.8,7.9,7.4,84.77,0.0,0.0,,0.0,0.0,31.0,13.7,200.0,1005.1,24.6,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T06:00:00,10.8,10.8,7.4,79.43,0.0,0.0,,0.0,0.0,32.4,24.8,210.0,1004.9,40.3,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T07:00:00,10.6,10.6,7.6,81.45,0.0,0.0,,0.0,0.0,33.1,15.5,200.0,1005.5,97.1,,0.1,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T08:00:00,11.5,11.5,8.1,79.63,0.0,0.0,,0.0,0.0,34.2,21.6,210.0,1005.7,100.0,,33.0,0.1,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T09:00:00,12.2,12.2,8.6,78.42,0.0,0.0,,0.0,0.0,34.9,19.8,210.0,1006.0,100.0,,111.8,0.4,1.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T10:00:00,13.7,13.7,8.9,72.89,0.0,0.0,,0.0,0.0,39.2,25.2,230.0,1006.1,99.1,45.0,178.6,0.6,2.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T11:00:00,14.5,14.5,8.7,68.44,0.0,0.0,,0.0,0.0,48.2,31.7,240.0,1006.7,71.9,46.0,321.3,1.2,3.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T12:00:00,13.8,13.8,9.4,74.59,0.005,100.0,rain,0.0,0.0,49.3,27.7,280.0,1007.4,61.5,17.0,292.6,1.1,3.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T13:00:00,14.2,14.2,10.4,78.17,0.493,100.0,rain,0.0,0.0,49.3,24.8,250.0,1007.7,76.0,30.0,630.0,2.3,6.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T14:00:00,14.1,14.1,10.3,77.71,0.095,100.0,rain,0.0,0.0,49.7,15.5,240.0,1008.4,64.0,,583.3,2.1,6.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T15:00:00,13.4,13.4,10.2,81.12,0.614,100.0,rain,0.0,0.0,49.3,22.7,240.0,1009.1,53.2,18.0,500.6,1.8,5.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T16:00:00,14.5,14.5,11.3,81.2,0.514,100.0,rain,0.0,0.0,45.4,18.4,240.0,1009.1,56.1,,413.7,1.5,4.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T17:00:00,14.8,14.8,9.9,72.36,0.023,100.0,rain,0.0,0.0,44.3,19.4,230.0,1009.4,90.0,,194.1,0.7,2.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T18:00:00,15.0,15.0,9.6,70.0,0.0,0.0,,0.0,0.0,42.5,24.8,230.0,1009.6,32.7,,212.6,0.8,2.0,,Partially cloudy,partly-cloudy-day,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T19:00:00,14.4,14.4,9.7,73.06,0.249,100.0,rain,0.0,0.0,39.2,19.4,230.0,1010.1,23.6,,88.1,0.3,1.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T20:00:00,13.4,13.4,9.4,76.74,0.53,100.0,rain,0.0,0.0,32.8,18.4,240.0,1011.0,41.8,42.0,9.7,0.0,0.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T21:00:00,10.6,10.6,9.7,94.46,2.765,100.0,rain,0.0,0.0,32.8,11.2,260.0,1012.3,40.5,,0.0,0.0,0.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T22:00:00,10.0,10.0,9.3,95.23,0.249,100.0,rain,0.0,0.0,30.2,11.5,230.0,1012.9,36.1,,0.0,0.0,0.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-12T23:00:00,10.0,10.0,9.4,95.68,0.02,100.0,rain,0.0,0.0,31.7,5.8,210.0,1013.1,34.5,,0.0,0.0,0.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T00:00:00,10.3,10.3,9.7,95.91,0.015,100.0,rain,0.0,0.0,31.0,6.1,190.0,1013.3,44.3,37.0,0.0,0.0,0.0,,"Rain, Partially cloudy",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T01:00:00,11.1,11.1,9.7,91.2,0.0,0.0,,0.0,0.0,31.3,14.4,230.0,1012.9,73.4,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T02:00:00,11.0,11.0,9.5,90.69,0.0,0.0,,0.0,0.0,32.8,15.8,230.0,1012.5,65.3,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T03:00:00,10.6,10.6,9.4,92.39,0.0,0.0,,0.0,0.0,33.1,16.9,210.0,1012.0,79.3,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T04:00:00,10.5,10.5,9.2,91.75,0.0,0.0,,0.0,0.0,34.6,20.2,200.0,1011.1,67.3,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T05:00:00,10.4,10.4,8.8,89.71,0.0,0.0,,0.0,0.0,35.6,19.4,200.0,1009.9,71.8,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T06:00:00,10.5,10.5,8.5,87.48,0.0,0.0,,0.0,0.0,40.0,18.4,200.0,1008.6,88.4,,0.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T07:00:00,11.2,11.2,8.3,82.26,0.0,0.0,,0.0,0.0,46.1,18.4,190.0,1007.1,100.0,,0.0,0.0,0.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T08:00:00,11.7,11.7,8.1,78.6,0.039,100.0,rain,0.0,0.0,52.6,19.8,200.0,1006.1,100.0,,13.7,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T09:00:00,11.5,11.5,8.6,82.39,0.152,100.0,rain,0.0,0.0,75.6,43.6,210.0,1005.4,100.0,13.0,18.1,0.1,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T10:00:00,11.5,11.5,9.6,87.81,0.112,100.0,rain,0.0,0.0,62.3,40.3,210.0,1005.2,100.0,9.0,30.7,0.1,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T11:00:00,12.5,12.5,10.4,86.67,0.03,100.0,rain,0.0,0.0,65.9,34.9,220.0,1004.9,100.0,15.0,28.1,0.1,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T12:00:00,12.7,12.7,11.5,92.05,0.044,100.0,rain,0.0,0.0,68.8,36.7,210.0,1004.5,100.0,6.0,80.8,0.3,1.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T13:00:00,13.2,13.2,12.0,92.08,0.264,100.0,rain,0.0,0.0,69.1,32.4,210.0,1004.0,99.7,15.0,61.8,0.2,1.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T14:00:00,14.3,14.3,12.2,87.64,0.139,100.0,rain,0.0,0.0,72.7,33.5,210.0,1003.7,99.3,15.0,128.2,0.5,1.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T15:00:00,15.7,15.7,11.9,78.24,0.253,100.0,rain,0.0,0.0,70.6,34.2,240.0,1004.4,92.9,25.0,253.8,0.9,3.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T16:00:00,16.7,16.7,11.8,72.64,0.004,100.0,rain,0.0,0.0,79.6,28.1,250.0,1004.5,95.7,,140.1,0.5,1.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T17:00:00,17.7,17.7,11.8,68.15,0.0,0.0,,0.0,0.0,78.1,22.3,240.0,1004.0,92.9,,196.3,0.7,2.0,,Overcast,cloudy,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T18:00:00,16.8,16.8,11.7,71.58,0.005,100.0,rain,0.0,0.0,60.1,23.8,230.0,1003.9,99.7,39.0,160.8,0.6,2.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T19:00:00,14.7,14.7,12.5,86.45,0.493,100.0,rain,0.0,0.0,61.2,28.1,250.0,1004.2,100.0,44.0,80.7,0.3,1.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T20:00:00,13.6,13.6,11.6,87.99,0.79,100.0,rain,0.0,0.0,52.9,24.8,230.0,1004.5,100.0,,8.1,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T21:00:00,12.0,12.0,10.9,92.93,1.027,100.0,rain,0.0,0.0,56.9,20.5,230.0,1005.0,100.0,12.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T22:00:00,11.2,11.2,10.4,94.83,1.353,100.0,rain,0.0,0.0,47.2,22.3,220.0,1005.2,100.0,39.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-13T23:00:00,10.8,10.8,10.5,97.87,2.176,100.0,rain,0.0,0.0,45.7,19.1,210.0,1005.5,100.0,5.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T00:00:00,10.9,10.9,10.6,98.21,3.488,100.0,rain,0.0,0.0,54.0,24.5,200.0,1005.0,100.0,5.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T01:00:00,11.0,11.0,10.7,97.95,2.641,100.0,rain,0.0,0.0,54.4,19.1,210.0,1004.6,100.0,9.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T02:00:00,11.1,11.1,11.0,99.4,1.69,100.0,rain,0.0,0.0,51.8,15.8,200.0,1004.3,100.0,8.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T03:00:00,11.2,11.2,11.1,98.9,1.126,100.0,rain,0.0,0.0,50.0,15.8,190.0,1003.8,100.0,4.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T04:00:00,11.5,11.5,11.1,97.59,0.996,100.0,rain,0.0,0.0,54.4,21.2,210.0,1003.4,100.0,32.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T05:00:00,11.5,11.5,11.1,97.57,1.006,100.0,rain,0.0,0.0,56.9,18.4,200.0,1003.6,100.0,23.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T06:00:00,11.4,11.4,10.7,95.35,0.547,100.0,rain,0.0,0.0,54.7,19.4,210.0,1003.4,100.0,44.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T07:00:00,10.7,10.7,9.9,94.9,0.28,100.0,rain,0.0,0.0,49.3,18.4,200.0,1003.7,100.0,17.0,0.0,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T08:00:00,10.8,10.8,10.1,95.54,0.48,100.0,rain,0.0,0.0,51.1,19.8,190.0,1003.5,99.0,20.0,3.8,0.0,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T09:00:00,10.5,10.5,9.8,95.21,0.718,100.0,rain,0.0,0.0,32.4,23.4,190.0,1003.3,99.3,25.0,41.4,0.1,0.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T10:00:00,10.5,10.5,9.6,94.29,0.743,100.0,rain,0.0,0.0,42.1,29.2,200.0,1003.5,100.0,10.0,51.8,0.2,1.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T11:00:00,10.3,10.3,9.6,95.73,1.695,100.0,rain,0.0,0.0,49.3,28.8,200.0,1004.4,100.0,9.0,64.9,0.2,1.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
"Ekkehardusstraße 2, 97717 Aura a.d. Saale, Deutschland",2017-09-14T12:00:00,10.5,10.5,9.4,93.3,1.339,100.0,rain,0.0,0.0,53.6,36.7,200.0,1004.3,100.0,12.0,96.1,0.3,1.0,,"Rain, Overcast",rain,"04377,00191,02680,02597,06347,06336"
